,종목코드,회사명,결산월,결산년도,유동비율,당좌비율,부채비율,자기자본비율,차입금의존도,현금비율,순운전자본비율,자기자본이익률,총자산이익률,매출총이익률,영업이익률,매출액성장률,자산성장률,자기자본성장률,매출총이익성장률,총자산회전율,매출채권회전율,재고자산회전율,순운전자본회전율,총부채상환능력비율,label
12660,[418420],라온텍,12,2022,483.3,372.51,40.57,59.43,68.26,46.86,76.06,2.2,1.27,inf,inf,,20.29,29.2,165.78,0.0,,0.0,0.0,7.91,0
12661,[300120],라온피플,12,2022,221.61,207.71,36.72,63.28,58.03,19.02,44.21,-0.11,-0.07,58.98,15.25,31.93,0.64,4.6,39.35,7.54,inf,144.64,35.74,9.73,0
12662,[171120],라이온켐텍,12,2022,230.54,179.65,20.12,79.88,25.19,130.96,26.05,1.83,1.48,inf,inf,,8.71,5.5,14.76,0.0,0.0,0.0,0.0,59.69,0
12663,[388790],라이콤,12,2022,140416.97,140416.97,16.77,83.23,20.15,23024.78,99.93,-0.2,-0.16,,-inf,,-0.32,-0.79,,0.0,0.0,,0.0,-6.21,0
12664,[069540],라이트론,12,2022,184.78,129.54,38.25,61.75,61.95,69.0,29.28,0.12,0.08,inf,inf,,19.49,4.85,24.03,0.0,,0.0,0.0,8.57,0
12665,[347700],라이프시맨틱스,12,2022,117.22,117.07,63.38,36.62,173.04,52.19,9.56,0.0,0.0,,,,-21.49,-26.7,,0.0,,0.0,0.0,-30.91,0
12666,[214260],라파스,12,2022,113.45,102.99,49.61,50.39,98.44,13.09,6.17,-4.41,-2.43,inf,-inf,,-6.0,-20.15,-2.03,0.0,0.0,0.0,0.0,-12.03,0
12667,[115390],락앤락,12,2022,346.47,185.97,10.97,89.03,12.32,115.99,16.13,2.49,2.19,inf,-inf,,-7.47,-5.73,-9.68,0.0,,0.0,0.0,127.09,0
12668,[200350],래몽래인,12,2022,225.49,211.43,41.07,58.93,69.68,31.48,46.11,-3.67,-2.22,-0.03,-14.14,8.24,-0.84,-5.8,-100.23,15.42,inf,278.23,85.59,-17.3,0
12669,[171010],램테크놀러지,12,2022,98.25,48.34,38.04,61.96,61.39,21.75,-0.63,2.39,1.48,,,,16.6,16.75,,0.0,,0.0,-0.0,4.82,0
12670,[084650],랩지노믹스,12,2022,851.67,842.8,15.72,84.28,18.66,479.23,58.53,0.0,0.0,inf,inf,,23.37,33.81,-23.85,0.0,,0.0,0.0,170.81,0
12671,[217500],러셀,12,2022,678.72,445.81,24.67,75.33,32.75,338.24,73.02,1.4,1.07,24.76,11.97,-40.95,8.25,3.94,-23.6,10.7,197.19,46.47,40.5,-38.49,0
12672,[141080],레고켐바이오,12,2022,667.03,666.34,12.83,87.17,14.72,409.39,63.25,-4.67,-4.11,,-inf,,-13.67,-15.07,,0.0,,0.0,0.0,-20.92,0
12673,[038390],레드캡투어,12,2022,29.41,28.62,69.03,30.97,222.93,13.71,-23.83,0.0,0.0,,inf,,26.9,7.99,,0.0,,0.0,-0.0,-12.0,0
12674,[294140],레몬,12,2022,101.0,91.82,57.49,42.51,135.24,83.38,0.43,-20.47,-11.13,inf,-inf,,-39.33,-58.1,-115.55,0.0,,0.0,0.0,-5.66,0
12675,[228670],레이,12,2022,148.68,123.02,38.43,61.57,62.42,12.92,13.08,2.17,1.4,42.92,16.6,35.93,29.34,16.71,136.57,13.8,inf,247.0,134.55,-10.29,0
12676,[228850],레이언스,12,2022,873.22,727.53,10.28,89.72,11.45,154.06,70.1,1.57,1.42,inf,inf,,7.63,6.03,6.46,0.0,,0.0,0.0,63.55,0
12677,[412350],레이저쎌,12,2022,948.66,833.67,7.55,92.45,8.17,258.42,62.0,-4.38,-3.83,inf,-inf,,146.09,203.51,-39.08,0.0,,0.0,0.0,-127.85,0
12678,[281740],레이크머티리얼즈,12,2022,127.06,77.45,53.99,46.01,117.33,30.66,10.36,9.38,4.19,inf,inf,,38.04,48.12,65.1,0.0,,0.0,0.0,15.98,0
12679,[277810],레인보우로보틱스,12,2022,1947.29,1786.8,19.25,80.75,23.84,1494.01,77.26,2.64,2.06,52.27,9.62,51.8,19.27,28.46,57.26,4.86,inf,84.87,15.63,8.05,0
12680,[215100],로보로보,12,2022,837.93,615.34,5.83,94.17,6.19,68.78,41.5,-0.27,-0.26,41.33,0.99,35.34,2.27,-1.64,47.46,6.33,inf,58.27,37.21,58.31,0
12681,[090360],로보스타,12,2022,202.55,132.7,34.26,65.74,52.12,37.8,34.96,1.19,0.8,12.41,1.04,0.1,10.35,5.57,31.93,27.07,inf,125.21,200.46,0.55,0
12682,[108490],로보티즈,12,2022,538.26,462.17,31.4,68.6,45.77,138.09,59.09,-0.09,-0.07,51.28,-9.35,21.77,53.82,20.59,34.27,6.11,inf,61.44,26.9,31.35,0
12683,[null],로우카본,12,2022,54.05,51.14,46.38,53.62,86.49,33.36,-11.0,-13.08,-8.6,inf,-inf,,17.2,-21.44,870.72,0.0,,0.0,0.0,-50.02,0
12684,[067730],로지시스,12,2022,269.65,267.9,29.14,70.86,41.13,123.09,40.64,0.29,0.2,6.69,0.42,-4.01,-8.23,-9.15,-31.88,32.6,inf,5496.62,200.19,-4.0,0
12685,[071280],로체시스템즈,12,2022,273.41,178.94,22.05,77.95,28.29,95.95,35.29,5.08,3.72,inf,inf,,7.84,23.53,41.98,0.0,0.0,0.0,0.0,15.75,0
12686,[032350],롯데관광개발,12,2022,6.62,6.02,84.27,15.73,535.69,1.07,-51.22,-25.17,-3.06,,-inf,,35.67,192.77,,0.0,,0.0,-0.0,-3.93,0
12687,[089860],롯데렌탈,12,2022,43.44,40.79,81.8,18.2,449.33,16.92,-18.12,1.81,0.35,,,,15.62,4.37,,0.0,,0.0,-0.0,-5.64,0
12688,[330590],롯데리츠,6,2022,5.35,5.35,53.14,46.86,113.4,2.03,-42.46,0.31,0.15,inf,inf,,-1.2,-2.26,0.77,0.0,,,-0.0,4.31,0
12689,[023530],롯데쇼핑,12,2022,46.36,39.73,62.53,37.47,166.86,17.33,-14.6,-0.98,-0.38,inf,inf,,2.09,-5.0,10.44,0.0,,0.0,-0.0,9.2,0
12690,[004000],롯데정밀화학,12,2022,331.74,260.08,16.22,83.78,19.36,145.46,36.34,0.0,0.0,21.23,16.51,38.38,20.08,18.99,50.94,26.73,inf,235.3,207.3,157.17,0
12691,[286940],롯데정보통신,12,2022,126.0,121.9,44.58,55.42,80.43,23.88,8.02,1.36,0.77,7.82,4.15,8.5,7.11,2.15,7.1,32.13,165.94,2885.85,767.96,8.43,0
12692,[280360],롯데제과,12,2022,139.4,76.47,46.21,0.0,inf,25.27,8.13,,0.0,29.14,3.31,58.04,61.26,,24.71,20.07,inf,190.3,859.52,3.31,1
12693,[004990],롯데지주,12,2022,50.8,50.8,47.15,52.85,89.23,4.46,-9.74,0.32,0.18,,inf,,11.69,-0.56,,0.0,,,-0.0,4.48,0
12694,[005300],롯데칠성음료,12,2022,86.42,56.46,60.67,39.33,154.27,27.93,-4.07,2.14,0.86,inf,inf,,1.72,-2.56,9.63,0.0,,0.0,-0.0,11.65,0
12695,[011170],롯데케미칼,12,2022,138.4,106.35,36.74,63.26,58.07,36.93,9.29,-0.66,-0.44,inf,-inf,,5.91,-5.36,-89.56,0.0,,0.0,0.0,-4.88,0
12696,[071840],롯데하이마트,12,2022,86.2,24.49,47.44,52.56,90.24,10.04,-4.28,-8.45,-4.88,inf,-inf,,-16.28,-29.12,-18.66,0.0,,0.0,-0.0,4.83,0
12697,[038060],루멘스,12,2022,255.91,212.48,30.58,69.42,44.05,67.68,46.15,3.39,1.87,15.84,3.64,-16.22,-23.44,20.4,-30.52,18.55,inf,156.03,168.21,-58.49,0
12698,[085370],루트로닉,12,2022,449.38,354.2,19.21,80.79,23.77,91.58,59.57,7.91,6.09,55.07,30.22,43.57,20.45,34.43,52.48,25.98,inf,182.5,120.71,66.62,0
12699,[060240],룽투코리아,12,2022,1234.35,1234.35,6.17,93.83,6.58,2.95,66.22,-13.58,-12.65,60.85,-66.08,-38.64,-41.96,-41.32,-48.48,9.53,inf,inf,44.08,-819.27,0
12700,[058470],리노공업,12,2022,1036.26,1000.23,7.21,92.79,7.77,83.46,64.09,0.0,0.0,47.96,42.38,15.08,13.96,18.07,17.82,16.16,inf,652.47,66.41,283.5,0
12701,[039980],리노스,12,2022,293.71,193.61,29.37,70.63,41.58,75.8,54.41,-0.92,-0.68,18.79,-2.77,-5.78,7.26,-2.53,-8.72,21.48,445.27,61.46,94.61,37.25,1
12702,[019570],리더스 기술투자,3,2022,113.65,113.65,43.16,56.84,75.94,11.98,5.26,-5.18,-2.68,,-inf,,11.78,38.14,,0.0,,,0.0,-42.9,0
12703,[019570],리더스 기술투자,12,2022,113.65,113.65,43.16,56.84,75.94,11.98,5.26,-5.18,-2.68,,-inf,,11.78,38.14,,0.0,,,0.0,-42.9,0
12704,[016100],리더스코스메틱,12,2022,66.98,54.95,45.41,54.59,83.18,19.1,-13.83,-0.14,-0.09,inf,inf,,-18.07,-31.77,100.89,0.0,0.0,0.0,-0.0,23.6,0
12705,[302550],리메드,12,2022,96.37,83.88,60.42,39.58,152.68,11.09,-1.98,4.06,1.51,inf,inf,,1.69,15.97,7.12,0.0,0.0,0.0,0.0,11.99,0
12706,[377450],리파인,12,2022,1090.94,1090.94,8.41,91.59,9.18,976.89,72.11,0.0,0.0,,inf,,3.43,3.37,,0.0,,,0.0,149.51,0
12707,[277070],린드먼아시아,12,2022,16099.66,16099.66,1.36,98.64,1.38,675.95,44.18,1.62,1.56,,inf,,-1.85,2.78,,0.0,,,0.0,51.9,0
12708,[042500],링네트,12,2022,180.64,89.79,47.62,52.38,90.92,8.62,38.35,3.52,1.91,inf,inf,,23.21,13.29,2.05,0.0,0.0,0.0,0.0,-31.31,0
12709,[219420],링크제니시스,12,2022,1585.12,1582.92,6.83,93.17,7.33,151.28,79.55,1.15,1.03,inf,inf,,-2.1,7.17,-7.73,0.0,0.0,0.0,0.0,89.8,0
12710,[027740],마니커,12,2022,80.13,74.13,70.76,29.24,242.01,5.75,-9.77,0.72,0.19,0.0,-2.0,26.58,-11.73,5.1,,44.17,inf,1983.94,-1285.58,-3.3,0
12711,[195500],마니커에프앤지,12,2022,161.93,114.8,37.33,62.67,59.56,13.28,22.56,-0.1,-0.06,10.15,-1.93,5.22,-1.93,0.51,-12.36,21.39,inf,157.79,202.52,-35.06,0
12712,[357430],마스턴프리미어리츠,3,2022,3934.36,3934.36,0.16,99.84,0.16,87.8,6.09,0.51,0.49,,inf,,61.26,73.54,,0.0,,,0.0,1303.0,0
12713,[305090],마이크로디지탈,12,2022,101.96,83.86,80.86,19.14,422.52,7.26,1.15,-26.21,-7.36,2.57,-89.52,106.38,-19.38,-56.25,-76.94,6.98,313.58,52.81,125.67,-16.51,0
12714,[098120],마이크로컨텍솔,12,2022,471.25,373.05,13.9,86.1,16.14,98.99,45.63,3.89,3.26,inf,inf,,11.44,17.59,9.48,0.0,0.0,0.0,0.0,126.96,0
12715,[147760],마이크로프랜드,12,2022,263.42,142.86,15.74,84.26,18.68,68.02,22.27,-1.8,-1.47,3.96,-13.67,-36.79,-10.34,-4.89,-91.19,14.38,inf,86.11,150.06,-23.79,1
12716,[377480],마인즈랩,12,2022,119.95,119.95,32.42,67.58,47.97,90.12,5.88,-4.37,-3.32,,-inf,,7.64,-14.41,,0.0,0.0,,0.0,-33.29,1
12717,[038290],마크로젠,12,2022,163.0,138.26,34.78,65.22,53.32,66.59,13.75,-2.56,-1.7,inf,inf,,-5.7,-9.24,7.36,0.0,,0.0,0.0,11.32,0
12718,[001080],만호제강,6,2022,663.89,542.31,9.98,90.02,11.09,46.64,53.5,0.69,0.62,inf,inf,,-0.48,-0.74,28.4,0.0,0.0,0.0,0.0,-127.01,0
12719,[220630],맘스터치앤컴퍼니,12,2022,185.83,153.22,33.12,66.88,49.52,62.58,25.23,0.0,0.0,31.33,14.36,10.2,8.61,7.93,3.53,62.86,inf,731.31,688.15,70.6,1
12720,[267980],매일유업,12,2022,222.5,133.22,47.31,52.69,89.78,20.57,31.82,0.0,0.0,,,,0.03,2.27,,0.0,,0.0,0.0,0.14,0
12721,[005990],매일홀딩스,12,2022,35.24,35.24,4.54,95.46,4.75,6.95,-2.81,-0.27,-0.26,,,,-0.23,-1.98,,0.0,,,0.0,31.16,0
12722,[093520],매커스,12,2022,136.5,112.75,67.81,32.19,210.69,18.46,24.7,7.08,2.81,inf,inf,,105.04,20.2,54.29,0.0,0.0,0.0,0.0,12.45,0
12723,[377030],맥스트,12,2022,227.79,227.79,42.66,57.34,74.39,56.38,51.34,-13.86,-8.74,,-inf,,259.23,146.13,,0.0,,,0.0,-28.77,0
12724,[100590],머큐리,12,2022,201.99,101.96,33.91,66.09,51.3,15.28,32.9,0.0,0.0,inf,inf,,-8.78,4.09,7.8,0.0,,0.0,0.0,-33.9,0
12725,[067280],멀티캠퍼스,12,2022,217.97,217.97,41.84,58.16,71.93,36.66,29.84,0.0,0.0,,,,12.76,23.59,,0.0,,,0.0,41.51,0
12726,[072870],메가스터디,12,2022,659.14,651.8,10.63,89.37,11.9,364.38,40.37,3.13,2.81,35.9,17.29,9.92,9.41,8.23,11.44,4.82,inf,1047.1,34.53,36.99,0
12727,[215200],메가스터디교육,12,2022,30.37,24.46,50.63,49.37,102.55,0.36,-30.71,7.0,3.47,55.11,18.01,20.05,26.09,24.91,24.76,25.48,inf,1093.87,-270.14,36.56,0
12728,[133750],메가엠디,12,2022,313.24,308.73,21.98,78.02,28.18,204.25,35.04,0.61,0.43,inf,inf,,-18.6,-1.56,-22.77,0.0,0.0,0.0,0.0,-33.53,0
12729,[235980],메드팩토,12,2022,137.8,137.8,69.36,30.64,226.38,0.08,25.98,-23.56,-7.48,,-inf,,-20.88,-25.77,,0.0,,,0.0,-39.65,0
12730,[041920],메디아나,12,2022,648.11,482.41,12.87,87.13,14.78,198.9,61.05,0.0,0.0,,,,14.6,14.26,,0.0,,0.0,0.0,75.57,0
12731,[014100],메디앙스,12,2022,110.51,71.03,30.94,69.06,44.8,25.55,2.27,-1.2,-0.8,inf,-inf,,-11.92,-5.12,-4.61,0.0,0.0,0.0,0.0,7.31,0
12732,[null],메디오젠,12,2022,47.01,39.02,68.52,31.48,217.65,2.25,-35.63,0.43,0.13,inf,-inf,,-5.38,1.13,-73.79,0.0,0.0,0.0,-0.0,5.58,0
12733,[054180],메디콕스,12,2022,100.42,96.91,40.79,59.21,68.89,6.77,0.16,-16.22,-10.05,2.8,-56.53,16.32,5.36,-3.91,12.58,4.85,inf,430.7,-285.89,-19.26,0
12734,[086900],메디톡스,12,2022,107.51,65.76,26.14,73.86,35.4,14.83,1.61,2.29,1.66,inf,inf,,2.61,6.76,20.66,0.0,0.0,0.0,0.0,18.34,0
12735,[078160],메디포스트,12,2022,91.95,86.1,54.26,45.74,118.64,6.1,-3.13,0.89,0.47,inf,-inf,,58.36,14.61,12.96,0.0,0.0,0.0,0.0,0.56,0
12736,[065650],메디프론,12,2022,1547.46,1275.34,44.23,55.77,79.32,346.69,61.23,-8.19,-5.73,inf,-inf,,13.56,-26.48,-21.03,0.0,0.0,0.0,0.0,-11.82,0
12737,[408920],메쎄이상,12,2022,48800.73,48800.73,7.68,92.32,8.32,6716.94,99.8,-0.29,-0.25,,-inf,,496.04,884.92,,0.0,0.0,,0.0,-21.85,0
12738,[140410],메지온,12,2022,220.14,176.65,42.26,57.74,73.2,140.86,46.93,-17.86,-12.4,,-inf,,-37.43,-52.94,,0.0,0.0,0.0,0.0,5.45,0
12739,[241770],메카로,12,2022,657.83,618.14,11.54,88.46,13.05,509.0,59.26,6.43,5.76,40.59,12.34,12.57,33.4,29.51,10.45,7.03,inf,105.91,34.79,32.57,0
12740,[090370],메타랩스,12,2022,283.86,265.03,9.23,90.77,10.17,18.01,15.61,-3.5,-2.94,inf,-inf,,16.19,38.65,-45.89,0.0,,0.0,0.0,-10.2,0
12741,[059210],메타바이오메드,12,2022,102.2,82.48,46.01,53.99,85.22,14.27,0.81,1.23,0.7,inf,inf,,17.19,4.43,31.01,0.0,0.0,0.0,0.0,16.33,0
12742,[058110],멕아이씨에스,12,2022,425.16,241.44,20.2,79.8,25.31,39.38,45.38,-1.55,-1.23,inf,-inf,,-7.32,-7.19,-49.54,0.0,,0.0,0.0,38.26,0
12743,[096640],멜파스,12,2022,734.98,555.88,45.59,54.41,83.8,371.31,16.57,-11.39,-6.5,-38.98,-87.64,-56.15,-15.83,-22.7,-169.59,4.63,inf,40.34,234.14,-15.3,0
12744,[017180],명문제약,12,2022,84.5,84.5,50.52,49.48,102.11,5.21,-6.91,2.32,1.1,,,,2.69,11.54,,0.0,,,-0.0,5.39,0
12745,[257370],명성티엔에스,12,2022,82.54,26.64,67.41,32.59,206.88,2.65,-10.36,-10.57,-3.68,-21.27,-95.13,-46.19,0.9,-11.15,-192.32,3.2,88.28,9.92,-97.5,-3.48,1
12746,[009900],명신산업,12,2022,342.05,247.2,18.66,81.34,22.94,127.28,33.81,0.0,0.0,19.47,10.41,12.7,2.88,9.82,64.93,19.74,inf,179.22,164.31,56.28,0
12747,[012690],모나리자,12,2022,206.85,138.89,20.63,79.37,26.0,28.33,19.6,0.0,0.0,21.29,2.4,13.6,4.09,3.17,3.28,31.52,inf,267.58,456.11,32.54,0
12748,[005360],모나미,12,2022,103.97,74.97,51.47,48.53,106.08,6.62,1.51,0.1,0.05,inf,inf,,7.15,-1.42,8.62,0.0,,0.0,0.0,-12.45,0
12749,[080420],모다이노칩,12,2022,40.65,30.98,58.76,41.24,142.45,12.76,-19.55,0.1,0.04,inf,inf,,6.31,0.82,6.75,0.0,0.0,0.0,-0.0,13.35,0
12750,[417970],모델솔루션,12,2022,517.59,480.47,29.57,70.43,41.99,60.26,53.63,4.34,2.84,28.82,14.26,14.66,85.31,133.01,23.53,25.01,144.05,415.57,120.82,5.39,0
12751,[080160],모두투어,12,2022,84.07,79.34,72.03,27.97,257.5,26.66,-9.79,-9.63,-3.74,82.64,-43.54,699.0,27.93,-32.15,574.06,6.25,inf,300.97,-328.35,25.28,0
12752,[204210],모두투어리츠,12,2022,67.21,67.21,47.81,52.19,91.61,1.29,-15.61,5.31,2.46,,inf,,-5.84,19.94,,0.0,,,-0.0,0.0,1
12753,[087260],모바일어플라이언스,12,2022,197.97,166.88,34.92,65.08,53.67,46.94,33.4,1.1,0.65,inf,-inf,,-11.04,5.91,-28.11,0.0,0.0,0.0,0.0,-1.71,0
12754,[101330],모베이스,12,2022,438.21,438.11,6.45,93.55,6.89,337.71,21.05,2.03,1.77,82.89,60.49,-21.02,-6.4,8.35,4.38,2.73,21.27,9280.76,37.23,81.07,0
12755,[012860],모베이스전자,12,2022,80.83,61.72,68.52,31.48,217.62,0.1,-10.83,1.02,0.32,inf,inf,,6.54,9.74,45.22,0.0,0.0,0.0,-0.0,8.11,0
12756,[363260],모비데이즈,12,2022,159.03,158.98,52.96,47.04,112.6,22.37,31.27,-5.21,-2.17,,inf,,31.34,77.66,,0.0,,0.0,0.0,12.1,0
12757,[348030],모비릭스,12,2022,648.86,648.86,7.46,92.54,8.06,449.23,35.86,1.94,1.78,,inf,,7.58,8.88,,0.0,,,0.0,76.59,0
12758,[250060],모비스,12,2022,89.54,89.4,49.66,50.34,98.64,71.97,-4.54,-7.45,-4.19,14.21,-54.59,299.28,-0.03,-19.13,380.77,3.69,inf,5502.86,92.66,-17.85,0
12759,[288980],모아데이타,12,2022,180.56,148.84,33.46,66.54,50.28,94.31,26.01,1.68,1.18,46.63,5.45,10.54,124.57,92.23,16.77,13.44,inf,103.56,113.34,9.33,0
12760,[033200],모아텍,3,2022,1032.67,979.47,7.76,92.24,8.41,95.72,58.43,-0.64,-0.59,11.17,-5.85,15.41,-2.08,-2.24,17.61,10.31,161.6,305.28,47.0,-19.75,0
12761,[333050],모코엠시스,12,2022,377.88,353.17,30.08,69.92,43.01,61.25,68.01,-3.18,-2.04,inf,inf,,78.28,131.72,-7.53,0.0,,0.0,0.0,2.08,0
12762,[009680],모토닉,12,2022,1236.73,1196.6,7.25,92.75,7.81,128.64,72.1,0.0,0.0,,,,2.82,1.97,,0.0,,0.0,0.0,60.18,0
12763,[118990],모트렉스,12,2022,130.46,93.32,48.56,51.44,94.41,19.23,12.04,3.88,1.95,inf,inf,,14.15,20.08,54.88,0.0,0.0,0.0,0.0,21.88,0
12764,[006920],모헨즈,12,2022,197.52,182.01,37.21,62.79,59.26,26.57,24.26,1.83,1.16,inf,inf,,12.34,10.14,90.63,0.0,0.0,0.0,0.0,23.7,0
12765,[009580],무림P&P,12,2022,115.56,78.66,52.08,0.0,inf,25.85,4.79,inf,0.4,17.12,9.06,28.56,9.7,,100.19,15.07,inf,151.51,1336.24,3.1,0
12766,[001810],무림SP,12,2022,174.79,101.87,35.99,64.01,56.23,50.46,15.48,-1.88,-1.23,1.83,-5.04,16.12,-2.04,-6.82,-81.65,14.05,inf,104.14,255.99,-22.66,0
12767,[009200],무림페이퍼,12,2022,103.12,70.38,71.24,28.76,247.65,25.65,1.24,-0.94,-0.29,10.28,2.04,19.73,10.56,-2.01,147.3,14.48,inf,119.83,13309.12,-2.72,0
12768,[033920],무학,12,2022,41.27,35.19,20.28,0.0,inf,15.99,-11.82,-inf,-0.49,,,,-6.26,,,0.0,,0.0,-0.0,23.18,0
12769,[008420],문배철강,12,2022,180.98,128.56,18.86,81.14,23.24,5.25,13.03,4.22,3.15,5.31,1.56,-6.18,-1.4,17.41,-62.73,23.06,inf,217.89,481.97,28.69,0
12770,[279600],미디어젠,12,2022,414.35,409.64,46.14,53.86,85.66,76.37,34.88,-2.72,-1.48,inf,-inf,,-4.24,-6.51,-18.91,0.0,0.0,0.0,0.0,-3.95,0
12771,[095500],미래나노텍,12,2022,115.21,79.94,46.78,53.22,87.91,25.78,6.09,-0.44,-0.25,15.2,4.66,-13.45,8.7,-3.38,-25.75,19.0,inf,142.07,432.26,-2.15,0
12772,[254490],미래반도체,12,2022,447.26,359.41,52.52,47.48,110.59,10.7,74.59,0.0,0.0,5.18,4.02,67.71,22.95,39.08,17.31,132.53,inf,418.99,507.43,0.0,0
12773,[025560],미래산업,12,2022,221.51,151.63,29.34,70.66,41.51,90.83,32.03,1.45,1.03,inf,inf,,7.69,6.61,34.72,0.0,,0.0,0.0,-1.58,0
12774,[218150],미래생명자원,12,2022,346.88,304.45,21.64,78.36,27.62,63.76,52.6,0.0,0.0,16.59,3.95,20.73,0.37,23.54,13.75,23.06,inf,245.85,108.23,10.72,0
12775,[007120],미래아이앤지,12,2022,616.45,614.8,29.09,0.0,inf,451.14,25.15,,0.0,inf,inf,,-5.18,,59.94,0.0,,0.0,0.0,20.86,0
12776,[396690],미래에셋글로벌리츠,3,2022,1269.56,1269.56,0.36,99.64,0.37,1039.78,4.26,0.74,0.73,,inf,,2.3,2.14,,0.0,0.0,,0.0,749.34,0
12777,[357250],미래에셋맵스리츠,11,2022,297.86,297.86,68.46,31.54,217.05,296.65,1.45,0.36,0.11,,inf,,-0.33,-1.19,,0.0,,,0.0,1.57,0
12778,[049950],미래컴퍼니,12,2022,282.07,221.27,22.5,77.5,29.03,110.73,39.9,6.06,4.31,inf,inf,,5.72,26.95,85.42,0.0,,0.0,0.0,26.86,0
12779,[207760],미스터블루,12,2022,61.67,61.66,54.62,45.38,120.35,16.46,-18.51,-0.52,-0.31,0.0,6.7,6.24,75.94,-2.5,,10.47,inf,139336.53,-464.22,4.79,0
12780,[002840],미원상사,12,2022,414.04,195.67,17.99,82.01,21.94,53.33,37.36,5.46,4.43,inf,inf,,11.6,14.05,28.86,0.0,0.0,0.0,0.0,100.54,0
12781,[268280],미원에스씨,12,2022,587.92,353.72,14.11,85.89,16.43,83.68,53.63,4.94,4.06,22.22,13.99,14.31,6.99,17.4,-0.99,35.24,inf,131.13,175.53,77.12,0
12782,[107590],미원홀딩스,12,2022,19.32,11.81,31.98,68.02,47.02,2.4,-6.53,1.57,1.07,inf,inf,,5.11,6.09,-55.59,0.0,,0.0,-0.0,4.7,0
12783,[134380],미원화학,12,2022,925.17,662.24,10.25,89.75,11.42,190.84,37.9,3.22,2.89,inf,inf,,10.48,10.63,29.14,0.0,0.0,0.0,0.0,188.36,0
12784,[003650],미창석유공업,12,2022,808.65,619.83,10.57,89.43,11.82,78.44,68.2,1.75,1.55,inf,inf,,2.75,5.64,16.07,0.0,0.0,0.0,0.0,42.43,0
12785,[059090],미코,12,2022,64.28,55.53,53.05,46.95,112.98,37.41,-6.91,0.0,0.0,41.02,6.34,14.1,3.66,-21.68,21.28,3.67,93.09,261.49,-128.42,-0.51,0
12786,[214610],미코바이오메드,12,2022,127.18,62.77,68.99,31.01,222.52,18.53,12.92,-26.88,-12.85,0.0,-148.95,-46.87,-34.43,-65.43,,5.54,inf,22.16,45.14,-29.86,0
12787,[201490],미투온,12,2022,16.23,16.23,22.3,77.7,28.7,8.02,-18.59,3.31,2.35,26.15,5.32,-3.68,-5.34,14.19,11.61,3.74,inf,inf,-44.6,74.9,0
12788,[950190],미투젠,12,2022,1099.01,1099.01,6.37,93.63,6.8,976.44,63.62,5.23,4.94,55.59,31.41,-11.99,-9.48,-11.05,-18.67,18.54,inf,inf,71.8,448.33,1
12789,[155900],바다로19호,12,2022,126.26,126.26,10.6,89.4,11.86,48.74,1.52,-0.01,-0.01,inf,-inf,,-5.53,-9.5,-3.64,0.0,,,0.0,93.08,1
12790,[206640],바디텍메드,12,2022,711.11,508.51,9.32,90.68,10.28,114.24,47.21,3.85,3.39,58.03,23.04,-26.82,2.3,8.42,-30.38,14.74,inf,94.08,81.27,127.09,0
12791,[018700],바른손,12,2022,133.62,123.11,32.06,67.94,47.19,64.67,9.14,-9.8,-7.53,,-inf,,13.1,-11.7,,0.0,,0.0,0.0,21.03,0
12792,[035620],바른손이앤에이,12,2022,58.09,58.09,27.01,72.99,37.0,6.61,-5.42,-3.2,-2.48,,-inf,,-11.09,-20.46,,0.0,0.0,,-0.0,-20.37,0
12793,[053030],바이넥스,12,2022,106.74,77.15,35.29,64.71,54.54,31.13,2.2,0.0,0.0,44.99,11.52,16.6,9.75,6.52,17.58,13.63,inf,150.62,373.11,16.81,0
12794,[301300],바이브컴퍼니,12,2022,47.74,47.7,87.53,12.47,701.76,14.91,-37.92,-24.43,-5.61,18.89,-37.81,-21.82,-11.51,-65.77,-28.01,9.56,50.18,25175.31,-163.46,-14.79,0
12795,[377740],바이오노트,12,2022,1691.07,1530.6,4.52,95.48,4.74,1399.08,70.47,3.9,3.58,inf,inf,,10.35,20.02,-33.87,0.0,,0.0,0.0,510.87,0
12796,[064550],바이오니아,12,2022,284.23,195.08,19.17,80.83,23.72,39.81,22.54,-1.64,-1.33,59.9,-22.67,-49.1,5.86,5.07,-58.97,7.06,inf,73.83,75.01,-16.04,0
12797,[314930],바이오다인,12,2022,1827.88,1707.19,2.76,97.24,2.84,856.29,47.7,3.39,3.08,inf,inf,,-0.89,14.7,1766.44,0.0,,0.0,0.0,205.97,0
12798,[208710],바이오로그디바이스,12,2022,159.61,142.01,43.68,56.32,77.56,0.89,25.84,2.64,1.31,3.33,-0.51,31.99,-10.94,14.77,-18.21,36.53,inf,518.22,547.49,-3.13,0
12799,[086820],바이오솔루션,12,2022,172.64,169.44,52.28,47.72,109.55,29.32,36.31,-4.55,-2.17,inf,-inf,,-2.83,-2.75,-22.09,0.0,,0.0,0.0,-7.95,0
12800,[038460],바이오스마트,12,2022,55.84,38.31,48.53,51.47,94.3,15.04,-20.46,-9.72,-5.7,0.0,0.0,12.58,-13.91,-31.68,,15.14,inf,205.93,-361.17,16.2,0
